,median,mean,std,lower_95,upper_95,lower_90,upper_90,lower_68,upper_68
17153,2.992838692230148,2.992838692230149,8.881784197001252e-16,2.992838692230148,2.992838692230148,2.992838692230148,2.992838692230148,2.992838692230148,2.992838692230148
17154,2.4406896634709154,2.4406896634709154,0.0,2.4406896634709154,2.4406896634709154,2.4406896634709154,2.4406896634709154,2.4406896634709154,2.4406896634709154
17155,4.021486654616271,4.021486654616269,1.7763568394002505e-15,4.021486654616271,4.021486654616271,4.021486654616271,4.021486654616271,4.021486654616271,4.021486654616271
17156,3.2000788490369416,3.200078849036941,4.440892098500626e-16,3.2000788490369416,3.2000788490369416,3.2000788490369416,3.2000788490369416,3.2000788490369416,3.2000788490369416
17157,3.307442901509198,3.3074429015091975,4.440892098500626e-16,3.307442901509198,3.307442901509198,3.307442901509198,3.307442901509198,3.307442901509198,3.307442901509198
17158,2.614356219632319,2.6143562196323193,4.440892098500626e-16,2.614356219632319,2.614356219632319,2.614356219632319,2.614356219632319,2.614356219632319,2.614356219632319
17159,2.72713871380486,2.72713871380486,0.0,2.72713871380486,2.72713871380486,2.72713871380486,2.72713871380486,2.72713871380486,2.72713871380486
17160,3.145160598159218,3.1451605981592174,4.440892098500626e-16,3.145160598159218,3.145160598159218,3.145160598159218,3.145160598159218,3.145160598159218,3.145160598159218
17161,3.1831756607056647,3.1831756607056647,0.0,3.1831756607056647,3.1831756607056647,3.1831756607056647,3.1831756607056647,3.1831756607056647,3.1831756607056647
17162,2.745293586863096,2.7452935868630965,4.440892098500626e-16,2.745293586863096,2.745293586863096,2.745293586863096,2.745293586863096,2.745293586863096,2.745293586863096
17163,3.446723766172447,3.446723766172447,0.0,3.446723766172447,3.446723766172447,3.446723766172447,3.446723766172447,3.446723766172447,3.446723766172447
17164,2.8944233693953003,2.8944233693953003,0.0,2.8944233693953003,2.8944233693953003,2.8944233693953003,2.8944233693953003,2.8944233693953003,2.8944233693953003
17165,2.3381014741580546,2.338101474158054,4.440892098500626e-16,2.3381014741580546,2.3381014741580546,2.3381014741580546,2.3381014741580546,2.3381014741580546,2.3381014741580546
17166,4.124689463184331,4.124689463184331,0.0,4.124689463184331,4.124689463184331,4.124689463184331,4.124689463184331,4.124689463184331,4.124689463184331
17167,3.890788938761095,3.8907889387610957,4.440892098500626e-16,3.890788938761095,3.890788938761095,3.890788938761095,3.890788938761095,3.890788938761095,3.890788938761095
17168,2.62365715231337,2.62365715231337,0.0,2.62365715231337,2.62365715231337,2.62365715231337,2.62365715231337,2.62365715231337,2.62365715231337
17169,3.225546590880386,3.2255465908803846,1.3322676295501878e-15,3.225546590880386,3.225546590880386,3.225546590880386,3.225546590880386,3.225546590880386,3.225546590880386
17170,3.924793127614781,3.924793127614782,8.881784197001252e-16,3.924793127614781,3.924793127614781,3.924793127614781,3.924793127614781,3.924793127614781,3.924793127614781
17171,2.072381394412147,2.072381394412147,0.0,2.072381394412147,2.072381394412147,2.072381394412147,2.072381394412147,2.072381394412147,2.072381394412147
17172,2.4609585537736094,2.460958553773609,4.440892098500626e-16,2.4609585537736094,2.4609585537736094,2.4609585537736094,2.4609585537736094,2.4609585537736094,2.4609585537736094
17173,3.5722386083295428,3.5722386083295423,4.440892098500626e-16,3.5722386083295428,3.5722386083295428,3.5722386083295428,3.5722386083295428,3.5722386083295428,3.5722386083295428
17174,3.4546966821382625,3.454696682138262,4.440892098500626e-16,3.4546966821382625,3.4546966821382625,3.4546966821382625,3.4546966821382625,3.4546966821382625,3.4546966821382625
17175,4.355984736459533,4.355984736459533,0.0,4.355984736459533,4.355984736459533,4.355984736459533,4.355984736459533,4.355984736459533,4.355984736459533
17176,3.5332768014208984,3.5332768014208966,1.7763568394002505e-15,3.5332768014208984,3.5332768014208984,3.5332768014208984,3.5332768014208984,3.5332768014208984,3.5332768014208984
17177,4.2961355576997295,4.296135557699729,8.881784197001252e-16,4.2961355576997295,4.2961355576997295,4.2961355576997295,4.2961355576997295,4.2961355576997295,4.2961355576997295
17178,3.137709590972195,3.137709590972194,8.881784197001252e-16,3.137709590972195,3.137709590972195,3.137709590972195,3.137709590972195,3.137709590972195,3.137709590972195
17179,3.239744483868146,3.2397444838681455,4.440892098500626e-16,3.239744483868146,3.239744483868146,3.239744483868146,3.239744483868146,3.239744483868146,3.239744483868146
17180,2.9449762166392435,2.9449762166392426,8.881784197001252e-16,2.9449762166392435,2.9449762166392435,2.9449762166392435,2.9449762166392435,2.9449762166392435,2.9449762166392435
17181,3.328501772136782,3.3285017721367827,4.440892098500626e-16,3.328501772136782,3.328501772136782,3.328501772136782,3.328501772136782,3.328501772136782,3.328501772136782
17182,3.7994730455274515,3.7994730455274506,8.881784197001252e-16,3.7994730455274515,3.7994730455274515,3.7994730455274515,3.7994730455274515,3.7994730455274515,3.7994730455274515
17183,3.0852183745163972,3.085218374516397,4.440892098500626e-16,3.0852183745163972,3.0852183745163972,3.0852183745163972,3.0852183745163972,3.0852183745163972,3.0852183745163972
17184,2.781679624727229,2.78167962472723,8.881784197001252e-16,2.781679624727229,2.781679624727229,2.781679624727229,2.781679624727229,2.781679624727229,2.781679624727229
17185,3.174031442748577,3.174031442748578,8.881784197001252e-16,3.174031442748577,3.174031442748577,3.174031442748577,3.174031442748577,3.174031442748577,3.174031442748577
17186,4.074179594048708,4.074179594048708,0.0,4.074179594048708,4.074179594048708,4.074179594048708,4.074179594048708,4.074179594048708,4.074179594048708
17187,3.145566364648267,3.145566364648267,0.0,3.145566364648267,3.145566364648267,3.145566364648267,3.145566364648267,3.145566364648267,3.145566364648267
17188,4.292956762279895,4.2929567622798945,8.881784197001252e-16,4.292956762279895,4.292956762279895,4.292956762279895,4.292956762279895,4.292956762279895,4.292956762279895
17189,5.9790110004247214,6.39964704551834,1.5957495050318438,4.838044062112487,10.393140847387,4.89829390136968,9.235058190989285,5.1491857679592865,7.58598906933478
17190,5.857651769132504,6.995801353391038,2.6309421790395557,4.812842947003602,14.069988334907693,4.853834484928946,12.452539097171483,5.03693515033256,9.601751994862372
17191,3.4199559687491123,3.419955968749113,4.440892098500626e-16,3.4199559687491123,3.4199559687491123,3.4199559687491123,3.4199559687491123,3.4199559687491123,3.4199559687491123
17192,3.027116870038457,3.0271168700384568,4.440892098500626e-16,3.027116870038457,3.027116870038457,3.027116870038457,3.027116870038457,3.027116870038457,3.027116870038457
17193,3.579542041343445,3.5795420413434447,4.440892098500626e-16,3.579542041343445,3.579542041343445,3.579542041343445,3.579542041343445,3.579542041343445,3.579542041343445
17194,3.575553143106642,3.5755531431066405,1.3322676295501878e-15,3.575553143106642,3.575553143106642,3.575553143106642,3.575553143106642,3.575553143106642,3.575553143106642
17195,4.065811856528438,4.065811856528439,1.7763568394002505e-15,4.065811856528438,4.065811856528438,4.065811856528438,4.065811856528438,4.065811856528438,4.065811856528438
17196,3.655375685253339,3.6553756852533392,4.440892098500626e-16,3.655375685253339,3.655375685253339,3.655375685253339,3.655375685253339,3.655375685253339,3.655375685253339
17197,4.291285112174573,4.291285112174572,8.881784197001252e-16,4.291285112174573,4.291285112174573,4.291285112174573,4.291285112174573,4.291285112174573,4.291285112174573
17198,3.527432195035318,3.5274321950353174,4.440892098500626e-16,3.527432195035318,3.527432195035318,3.527432195035318,3.527432195035318,3.527432195035318,3.527432195035318
17199,3.2590088481707653,3.2590088481707653,0.0,3.2590088481707653,3.2590088481707653,3.2590088481707653,3.2590088481707653,3.2590088481707653,3.2590088481707653
17200,4.712034204331788,4.712034204331787,8.881784197001252e-16,4.712034204331788,4.712034204331788,4.712034204331788,4.712034204331788,4.712034204331788,4.712034204331788
17201,5.875361661320496,6.4829508778176725,1.8760821448095772,4.823885718568801,11.89365486723505,4.8728904571273315,10.147875548314474,5.086374342003043,7.840638991022797
17202,4.190936012940241,4.190936012940241,0.0,4.190936012940241,4.190936012940241,4.190936012940241,4.190936012940241,4.190936012940241,4.190936012940241
17203,4.323463988839658,4.3234639888396575,8.881784197001252e-16,4.323463988839658,4.323463988839658,4.323463988839658,4.323463988839658,4.323463988839658,4.323463988839658
